orderNumber, styleNumber, units, price
101063,5001063,1163,30.84
101064,5001064,1164,30.85
101065,5001065,1165,30.86
101066,5001066,1166,30.87
101067,5001067,1167,30.88
101068,5001068,1168,30.89
101069,5001069,1169,30.9
101070,5001070,1170,30.91
101071,5001071,1171,30.92
101072,5001072,1172,30.93
101073,5001073,1173,30.94
101074,5001074,1174,30.95
101075,5001075,1175,30.96
101076,5001076,1176,30.97
101077,5001077,1177,30.98
101078,5001078,1178,30.99
101079,5001079,1179,31
101080,5001080,1180,31.01
101081,5001081,1181,31.02
101082,5001082,1182,31.03
101083,5001083,1183,31.04
101084,5001084,1184,31.05
101085,5001085,1185,31.06
101086,5001086,1186,31.07
101087,5001087,1187,31.08
101088,5001088,1188,31.09
101089,5001089,1189,31.1
101090,5001090,1190,31.11
101091,5001091,1191,31.12
101092,5001092,1192,31.13
101093,5001093,1193,31.14
101094,5001094,1194,31.15
101095,5001095,1195,31.16
101096,5001096,1196,31.17
101097,5001097,1197,31.18
101098,5001098,1198,31.19
101099,5001099,1199,31.2
101100,5001100,1200,31.21
101101,5001101,1201,31.22
101102,5001102,1202,31.23
101103,5001103,1203,31.24
101104,5001104,1204,31.25
101105,5001105,1205,31.26
101106,5001106,1206,31.27
101107,5001107,1207,31.28
101108,5001108,1208,31.29
101109,5001109,1209,31.3
101110,5001110,1210,31.31
101111,5001111,1211,31.32
101112,5001112,1212,31.33
101113,5001113,1213,31.34
101114,5001114,1214,31.35
101115,5001115,1215,31.36
101116,5001116,1216,31.37
101117,5001117,1217,31.38
101118,5001118,1218,31.39
101119,5001119,1219,31.4
101120,5001120,1220,31.41
101121,5001121,1221,31.42
101122,5001122,1222,31.43
101123,5001123,1223,31.44
101124,5001124,1224,31.45
101125,5001125,1225,31.46
101126,5001126,1226,31.47
101127,5001127,1227,31.48
101128,5001128,1228,31.49
101129,5001129,1229,31.5
101130,5001130,1230,31.51
101131,5001131,1231,31.52
101132,5001132,1232,31.53
101133,5001133,1233,31.54
101134,5001134,1234,31.55
101135,5001135,1235,31.56
101136,5001136,1236,31.57
101137,5001137,1237,31.58
101138,5001138,1238,31.59
101139,5001139,1239,31.6
101140,5001140,1240,31.61
101141,5001141,1241,31.62
101142,5001142,1242,31.63
101143,5001143,1243,31.64
101144,5001144,1244,31.65
101145,5001145,1245,31.66
101146,5001146,1246,31.67
101147,5001147,1247,31.68
101148,5001148,1248,31.69
101149,5001149,1249,31.7
101150,5001150,1250,31.71
101151,5001151,1251,31.72
101152,5001152,1252,31.73
101153,5001153,1253,31.74
101154,5001154,1254,31.75
101155,5001155,1255,31.76
101156,5001156,1256,31.77
101157,5001157,1257,31.78
101158,5001158,1258,31.79
101159,5001159,1259,31.8
101160,5001160,1260,31.81
101161,5001161,1261,31.82
101162,5001162,1262,31.83
101163,5001163,1263,31.84
101164,5001164,1264,31.85
101165,5001165,1265,31.86
101166,5001166,1266,31.87
101167,5001167,1267,31.88
101168,5001168,1268,31.89
101169,5001169,1269,31.9
101170,5001170,1270,31.91
101171,5001171,1271,31.92
101172,5001172,1272,31.93
101173,5001173,1273,31.94
101174,5001174,1274,31.95
101175,5001175,1275,31.96
101176,5001176,1276,31.97
101177,5001177,1277,31.98
101178,5001178,1278,31.99
101179,5001179,1279,32
101180,5001180,1280,32.01
101181,5001181,1281,32.02
101182,5001182,1282,32.03
101183,5001183,1283,32.04
101184,5001184,1284,32.05
101185,5001185,1285,32.06
101186,5001186,1286,32.07
101187,5001187,1287,32.08
101188,5001188,1288,32.09
101189,5001189,1289,32.1
101190,5001190,1290,32.11
101191,5001191,1291,32.12
101192,5001192,1292,32.13
101193,5001193,1293,32.14
101194,5001194,1294,32.15
101195,5001195,1295,32.16
101196,5001196,1296,32.17
101197,5001197,1297,32.18
101198,5001198,1298,32.19
101199,5001199,1299,32.2
101200,5001200,1300,32.21
101201,5001201,1301,32.22
101202,5001202,1302,32.23
101203,5001203,1303,32.24
101204,5001204,1304,32.25
101205,5001205,1305,32.26
101206,5001206,1306,32.27
101207,5001207,1307,32.28
101208,5001208,1308,32.29
101209,5001209,1309,32.3
101210,5001210,1310,32.31
101211,5001211,1311,32.32
101212,5001212,1312,32.33
101213,5001213,1313,32.34
101214,5001214,1314,32.35
101215,5001215,1315,32.36
101216,5001216,1316,32.37
101217,5001217,1317,32.38
101218,5001218,1318,32.39
101219,5001219,1319,32.4
101220,5001220,1320,32.41
101221,5001221,1321,32.42
101222,5001222,1322,32.43
101223,5001223,1323,32.44
101224,5001224,1324,32.45
101225,5001225,1325,32.46
101226,5001226,1326,32.47
101227,5001227,1327,32.48
101228,5001228,1328,32.49
101229,5001229,1329,32.5
101230,5001230,1330,32.51
101231,5001231,1331,32.52
101232,5001232,1332,32.53
101233,5001233,1333,32.54
101234,5001234,1334,32.55
101235,5001235,1335,32.56
101236,5001236,1336,32.57
101237,5001237,1337,32.58
101238,5001238,1338,32.59
101239,5001239,1339,32.6
101240,5001240,1340,32.61
101241,5001241,1341,32.62
101242,5001242,1342,32.63
101243,5001243,1343,32.64
101244,5001244,1344,32.65
101245,5001245,1345,32.66
101246,5001246,1346,32.67
101247,5001247,1347,32.68
101248,5001248,1348,32.69
101249,5001249,1349,32.7
101250,5001250,1350,32.71
101251,5001251,1351,32.72
101252,5001252,1352,32.73
101253,5001253,1353,32.74
101254,5001254,1354,32.75
101255,5001255,1355,32.76
101256,5001256,1356,32.77
101257,5001257,1357,32.78
101258,5001258,1358,32.79
101259,5001259,1359,32.8
101260,5001260,1360,32.81
101261,5001261,1361,32.82
101262,5001262,1362,32.83
101263,5001263,1363,32.84
101264,5001264,1364,32.85
101265,5001265,1365,32.86
101266,5001266,1366,32.87
101267,5001267,1367,32.88
101268,5001268,1368,32.89
101269,5001269,1369,32.9
101270,5001270,1370,32.91
101271,5001271,1371,32.92
101272,5001272,1372,32.93
101273,5001273,1373,32.94
101274,5001274,1374,32.95
101275,5001275,1375,32.96
101276,5001276,1376,32.97
101277,5001277,1377,32.98
101278,5001278,1378,32.99
101279,5001279,1379,33
101280,5001280,1380,33.01
101281,5001281,1381,33.02
101282,5001282,1382,33.03
101283,5001283,1383,33.04
101284,5001284,1384,33.05
101285,5001285,1385,33.06
101286,5001286,1386,33.07
101287,5001287,1387,33.08
101288,5001288,1388,33.09
101289,5001289,1389,33.1
101290,5001290,1390,33.11
101291,5001291,1391,33.12
101292,5001292,1392,33.13
101293,5001293,1393,33.14
101294,5001294,1394,33.15
101295,5001295,1395,33.16
101296,5001296,1396,33.17
101297,5001297,1397,33.18
101298,5001298,1398,33.19
101299,5001299,1399,33.2
101300,5001300,1400,33.21
101301,5001301,1401,33.22
101302,5001302,1402,33.23
101303,5001303,1403,33.24
101304,5001304,1404,33.25
101305,5001305,1405,33.26
101306,5001306,1406,33.27
101307,5001307,1407,33.28
101308,5001308,1408,33.29
101309,5001309,1409,33.3
101310,5001310,1410,33.31
101311,5001311,1411,33.32
101312,5001312,1412,33.33
101313,5001313,1413,33.34
101314,5001314,1414,33.35
101315,5001315,1415,33.36
101316,5001316,1416,33.37
101317,5001317,1417,33.38
101318,5001318,1418,33.39
101319,5001319,1419,33.4
101320,5001320,1420,33.41
101321,5001321,1421,33.42
101322,5001322,1422,33.43
101323,5001323,1423,33.44
101324,5001324,1424,33.45
101325,5001325,1425,33.46
101326,5001326,1426,33.47
101327,5001327,1427,33.48
101328,5001328,1428,33.49
101329,5001329,1429,33.5
101330,5001330,1430,33.51
101331,5001331,1431,33.52
101332,5001332,1432,33.53
101333,5001333,1433,33.54
101334,5001334,1434,33.55
101335,5001335,1435,33.56
101336,5001336,1436,33.57
101337,5001337,1437,33.58
101338,5001338,1438,33.59
101339,5001339,1439,33.6
101340,5001340,1440,33.61
101341,5001341,1441,33.62
101342,5001342,1442,33.63
101343,5001343,1443,33.64
101344,5001344,1444,33.65
101345,5001345,1445,33.66
101346,5001346,1446,33.67
101347,5001347,1447,33.68
101348,5001348,1448,33.69
101349,5001349,1449,33.7
101350,5001350,1450,33.71
101351,5001351,1451,33.72
101352,5001352,1452,33.73
101353,5001353,1453,33.74
101354,5001354,1454,33.75
101355,5001355,1455,33.76
101356,5001356,1456,33.77
101357,5001357,1457,33.78
101358,5001358,1458,33.79
101359,5001359,1459,33.8
101360,5001360,1460,33.81
101361,5001361,1461,33.82
101362,5001362,1462,33.83
101363,5001363,1463,33.84
101364,5001364,1464,33.85
101365,5001365,1465,33.86
101366,5001366,1466,33.87
101367,5001367,1467,33.88
101368,5001368,1468,33.89
101369,5001369,1469,33.9
101370,5001370,1470,33.91
101371,5001371,1471,33.92
101372,5001372,1472,33.93
101373,5001373,1473,33.94
101374,5001374,1474,33.95
101375,5001375,1475,33.96
101376,5001376,1476,33.97
101377,5001377,1477,33.98
101378,5001378,1478,33.99
101379,5001379,1479,34
101380,5001380,1480,34.01
101381,5001381,1481,34.02
101382,5001382,1482,34.03
101383,5001383,1483,34.04
101384,5001384,1484,34.05
101385,5001385,1485,34.06
101386,5001386,1486,34.07
101387,5001387,1487,34.08
101388,5001388,1488,34.09
101389,5001389,1489,34.1
101390,5001390,1490,34.11
101391,5001391,1491,34.12
101392,5001392,1492,34.13
101393,5001393,1493,34.14
101394,5001394,1494,34.15
101395,5001395,1495,34.16
101396,5001396,1496,34.17
101397,5001397,1497,34.18
101398,5001398,1498,34.19
101399,5001399,1499,34.2
101400,5001400,1500,34.21
101401,5001401,1501,34.22
101402,5001402,1502,34.23
101403,5001403,1503,34.24
101404,5001404,1504,34.25
101405,5001405,1505,34.26
101406,5001406,1506,34.27
101407,5001407,1507,34.28
101408,5001408,1508,34.29
101409,5001409,1509,34.3
101410,5001410,1510,34.31
101411,5001411,1511,34.32
101412,5001412,1512,34.33
101413,5001413,1513,34.34
101414,5001414,1514,34.35
101415,5001415,1515,34.36
101416,5001416,1516,34.37
101417,5001417,1517,34.38
101418,5001418,1518,34.39
101419,5001419,1519,34.4
101420,5001420,1520,34.41
101421,5001421,1521,34.42
101422,5001422,1522,34.43
101423,5001423,1523,34.44
101424,5001424,1524,34.45
101425,5001425,1525,34.46
101426,5001426,1526,34.47
101427,5001427,1527,34.48
101428,5001428,1528,34.49
101429,5001429,1529,34.5
101430,5001430,1530,34.51
101431,5001431,1531,34.52
101432,5001432,1532,34.53
101433,5001433,1533,34.54
101434,5001434,1534,34.55
101435,5001435,1535,34.56
101436,5001436,1536,34.57
101437,5001437,1537,34.58
101438,5001438,1538,34.59
101439,5001439,1539,34.6
101440,5001440,1540,34.61
101441,5001441,1541,34.62
101442,5001442,1542,34.63
101443,5001443,1543,34.64
101444,5001444,1544,34.65
101445,5001445,1545,34.66
101446,5001446,1546,34.67
101447,5001447,1547,34.68
101448,5001448,1548,34.69
101449,5001449,1549,34.7
101450,5001450,1550,34.71
101451,5001451,1551,34.72
101452,5001452,1552,34.73
101453,5001453,1553,34.74
101454,5001454,1554,34.75
101455,5001455,1555,34.76
101456,5001456,1556,34.77
101457,5001457,1557,34.78
101458,5001458,1558,34.79
101459,5001459,1559,34.8
101460,5001460,1560,34.81
101461,5001461,1561,34.82
101462,5001462,1562,34.83
101463,5001463,1563,34.84
101464,5001464,1564,34.85
101465,5001465,1565,34.86
101466,5001466,1566,34.87
101467,5001467,1567,34.88
101468,5001468,1568,34.89
101469,5001469,1569,34.9
101470,5001470,1570,34.91
101471,5001471,1571,34.92
101472,5001472,1572,34.93
101473,5001473,1573,34.94
101474,5001474,1574,34.95
101475,5001475,1575,34.96
101476,5001476,1576,34.97
101477,5001477,1577,34.98
101478,5001478,1578,34.99
101479,5001479,1579,35
101480,5001480,1580,35.01
101481,5001481,1581,35.02
101482,5001482,1582,35.03
101483,5001483,1583,35.04
101484,5001484,1584,35.05
101485,5001485,1585,35.06
101486,5001486,1586,35.07
101487,5001487,1587,35.08
101488,5001488,1588,35.09
101489,5001489,1589,35.1
101490,5001490,1590,35.11
101491,5001491,1591,35.12
101492,5001492,1592,35.13
101493,5001493,1593,35.14
101494,5001494,1594,35.15
101495,5001495,1595,35.16
101496,5001496,1596,35.17
101497,5001497,1597,35.18
101498,5001498,1598,35.19
101499,5001499,1599,35.2
101500,5001500,1600,35.21
101501,5001501,1601,35.22
101502,5001502,1602,35.23
101503,5001503,1603,35.24
101504,5001504,1604,35.25
101505,5001505,1605,35.26
101506,5001506,1606,35.27
101507,5001507,1607,35.28
101508,5001508,1608,35.29
101509,5001509,1609,35.3
101510,5001510,1610,35.31
101511,5001511,1611,35.32
101512,5001512,1612,35.33
101513,5001513,1613,35.34
101514,5001514,1614,35.35
101515,5001515,1615,35.36
101516,5001516,1616,35.37
101517,5001517,1617,35.38
101518,5001518,1618,35.39
101519,5001519,1619,35.4
101520,5001520,1620,35.41
101521,5001521,1621,35.42
101522,5001522,1622,35.43
101523,5001523,1623,35.44
101524,5001524,1624,35.45
101525,5001525,1625,35.46
101526,5001526,1626,35.47
101527,5001527,1627,35.48
101528,5001528,1628,35.49
101529,5001529,1629,35.5
101530,5001530,1630,35.51
101531,5001531,1631,35.52
101532,5001532,1632,35.53
101533,5001533,1633,35.54
101534,5001534,1634,35.55
101535,5001535,1635,35.56
101536,5001536,1636,35.57
101537,5001537,1637,35.58
101538,5001538,1638,35.59
101539,5001539,1639,35.6
101540,5001540,1640,35.61
101541,5001541,1641,35.62
101542,5001542,1642,35.63
101543,5001543,1643,35.64
101544,5001544,1644,35.65
101545,5001545,1645,35.66
101546,5001546,1646,35.67
101547,5001547,1647,35.68
101548,5001548,1648,35.69
101549,5001549,1649,35.7
101550,5001550,1650,35.71
101551,5001551,1651,35.72
101552,5001552,1652,35.73
101553,5001553,1653,35.74
101554,5001554,1654,35.75
101555,5001555,1655,35.76
101556,5001556,1656,35.77
101557,5001557,1657,35.78
101558,5001558,1658,35.79
101559,5001559,1659,35.8
101560,5001560,1660,35.81
101561,5001561,1661,35.82
101562,5001562,1662,35.83
101563,5001563,1663,35.84
101564,5001564,1664,35.85
101565,5001565,1665,35.86
101566,5001566,1666,35.87
101567,5001567,1667,35.88
101568,5001568,1668,35.89
101569,5001569,1669,35.9
101570,5001570,1670,35.91
101571,5001571,1671,35.92
101572,5001572,1672,35.93
101573,5001573,1673,35.94
101574,5001574,1674,35.95
101575,5001575,1675,35.96
101576,5001576,1676,35.97
101577,5001577,1677,35.98
101578,5001578,1678,35.99
101579,5001579,1679,36
101580,5001580,1680,36.01
101581,5001581,1681,36.02
101582,5001582,1682,36.03
101583,5001583,1683,36.04
101584,5001584,1684,36.05
101585,5001585,1685,36.06
101586,5001586,1686,36.07
101587,5001587,1687,36.08
101588,5001588,1688,36.09
101589,5001589,1689,36.1
101590,5001590,1690,36.11
101591,5001591,1691,36.12
101592,5001592,1692,36.13
101593,5001593,1693,36.14
101594,5001594,1694,36.15
101595,5001595,1695,36.16
101596,5001596,1696,36.17
101597,5001597,1697,36.18
101598,5001598,1698,36.19
101599,5001599,1699,36.2
101600,5001600,1700,36.21
101601,5001601,1701,36.22
101602,5001602,1702,36.23
101603,5001603,1703,36.24
101604,5001604,1704,36.25
101605,5001605,1705,36.26
101606,5001606,1706,36.27
101607,5001607,1707,36.28
101608,5001608,1708,36.29
101609,5001609,1709,36.3
101610,5001610,1710,36.31
101611,5001611,1711,36.32
101612,5001612,1712,36.33
101613,5001613,1713,36.34
101614,5001614,1714,36.35
101615,5001615,1715,36.36
101616,5001616,1716,36.37
101617,5001617,1717,36.38
101618,5001618,1718,36.39
101619,5001619,1719,36.4
101620,5001620,1720,36.41
101621,5001621,1721,36.42
101622,5001622,1722,36.43
101623,5001623,1723,36.44
101624,5001624,1724,36.45
101625,5001625,1725,36.46
101626,5001626,1726,36.47
101627,5001627,1727,36.48
101628,5001628,1728,36.49
101629,5001629,1729,36.5
101630,5001630,1730,36.51
101631,5001631,1731,36.52
101632,5001632,1732,36.53
101633,5001633,1733,36.54
101634,5001634,1734,36.55
101635,5001635,1735,36.56
101636,5001636,1736,36.57
101637,5001637,1737,36.58
101638,5001638,1738,36.59
101639,5001639,1739,36.6
101640,5001640,1740,36.61
101641,5001641,1741,36.62
101642,5001642,1742,36.63
101643,5001643,1743,36.64
101644,5001644,1744,36.65
101645,5001645,1745,36.66
101646,5001646,1746,36.67
101647,5001647,1747,36.68
101648,5001648,1748,36.69
101649,5001649,1749,36.7
101650,5001650,1750,36.71
101651,5001651,1751,36.72
101652,5001652,1752,36.73
101653,5001653,1753,36.74
101654,5001654,1754,36.75
101655,5001655,1755,36.76
101656,5001656,1756,36.77
101657,5001657,1757,36.78
101658,5001658,1758,36.79
101659,5001659,1759,36.8
101660,5001660,1760,36.81
101661,5001661,1761,36.82
101662,5001662,1762,36.83
101663,5001663,1763,36.84
101664,5001664,1764,36.85
101665,5001665,1765,36.86
101666,5001666,1766,36.87
101667,5001667,1767,36.88
101668,5001668,1768,36.89
101669,5001669,1769,36.9
101670,5001670,1770,36.91
101671,5001671,1771,36.92
101672,5001672,1772,36.93
101673,5001673,1773,36.94
101674,5001674,1774,36.95
101675,5001675,1775,36.96
101676,5001676,1776,36.97
101677,5001677,1777,36.98
101678,5001678,1778,36.99
101679,5001679,1779,37
101680,5001680,1780,37.01
101681,5001681,1781,37.02
101682,5001682,1782,37.03
101683,5001683,1783,37.04
101684,5001684,1784,37.05
101685,5001685,1785,37.06
101686,5001686,1786,37.07
101687,5001687,1787,37.08
101688,5001688,1788,37.09
101689,5001689,1789,37.1
101690,5001690,1790,37.11
101691,5001691,1791,37.12
101692,5001692,1792,37.13
101693,5001693,1793,37.14
101694,5001694,1794,37.15
101695,5001695,1795,37.16
101696,5001696,1796,37.17
101697,5001697,1797,37.18
101698,5001698,1798,37.19
101699,5001699,1799,37.2
101700,5001700,1800,37.21
101701,5001701,1801,37.22
101702,5001702,1802,37.23
101703,5001703,1803,37.24
101704,5001704,1804,37.25
101705,5001705,1805,37.26
101706,5001706,1806,37.27
101707,5001707,1807,37.28
101708,5001708,1808,37.29
101709,5001709,1809,37.3
101710,5001710,1810,37.31
101711,5001711,1811,37.32
101712,5001712,1812,37.33
101713,5001713,1813,37.34
101714,5001714,1814,37.35
101715,5001715,1815,37.36
101716,5001716,1816,37.37
101717,5001717,1817,37.38
101718,5001718,1818,37.39
101719,5001719,1819,37.4
101720,5001720,1820,37.41
101721,5001721,1821,37.42
101722,5001722,1822,37.43
101723,5001723,1823,37.44
101724,5001724,1824,37.45
101725,5001725,1825,37.46
101726,5001726,1826,37.47
101727,5001727,1827,37.48
101728,5001728,1828,37.49
101729,5001729,1829,37.5
101730,5001730,1830,37.51
101731,5001731,1831,37.52
101732,5001732,1832,37.53
101733,5001733,1833,37.54
101734,5001734,1834,37.55
101735,5001735,1835,37.56
101736,5001736,1836,37.57
101737,5001737,1837,37.58
101738,5001738,1838,37.59
101739,5001739,1839,37.6
101740,5001740,1840,37.61
101741,5001741,1841,37.62
101742,5001742,1842,37.63
101743,5001743,1843,37.64
101744,5001744,1844,37.65
101745,5001745,1845,37.66
101746,5001746,1846,37.67
101747,5001747,1847,37.68
101748,5001748,1848,37.69
101749,5001749,1849,37.7
101750,5001750,1850,37.71
101751,5001751,1851,37.72
101752,5001752,1852,37.73
101753,5001753,1853,37.74
101754,5001754,1854,37.75
101755,5001755,1855,37.76
101756,5001756,1856,37.77
101757,5001757,1857,37.78
101758,5001758,1858,37.79
101759,5001759,1859,37.8
101760,5001760,1860,37.81
101761,5001761,1861,37.82
101762,5001762,1862,37.83
101763,5001763,1863,37.84
101764,5001764,1864,37.85
101765,5001765,1865,37.86
101766,5001766,1866,37.87
101767,5001767,1867,37.88
101768,5001768,1868,37.89
101769,5001769,1869,37.9
101770,5001770,1870,37.91
101771,5001771,1871,37.92
